item_id,asin,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,pc_12,pc_13,pc_14,pc_15,pc_16,pc_17,pc_18,pc_19,pc_20,pc_21,pc_22,pc_23,pc_24,pc_25,pc_26,pc_27,pc_28,pc_29,pc_30,pc_31,pc_32,pc_33,pc_34,pc_35,pc_36,pc_37,pc_38,pc_39,pc_40,pc_41,pc_42,pc_43,pc_44,pc_45,pc_46,pc_47,pc_48,pc_49,pc_50
47,B000052YMX,0.37343,0.17242,0.16196,0.0882,-0.05851,0.08504,-0.04927,0.04352,0.01791,-0.0433,-0.00328,-0.0587,0.12361,0.0136,-0.01553,0.04584,-0.12574,0.02672,0.11848,0.00045,0.03599,0.1158,0.01428,0.04441,-0.02359,0.04488,0.01449,0.00374,0.05536,-0.02291,-0.09711,0.071,0.01521,0.01026,-0.06613,0.00036,0.0677,0.00078,0.03031,0.04292,-0.03907,0.01955,-0.06844,0.01389,0.00572,0.01461,-0.04168,-0.01792,0.01364,-0.03835
48,B000052YN5,0.17231,0.13107,-0.00761,-0.10854,0.18467,0.21661,-0.06743,-0.09918,0.01836,0.08773,0.07848,-0.07057,0.13858,-0.05715,-0.09111,0.11991,-0.10405,0.0485,0.08396,-0.07568,0.07593,0.06356,-0.0805,-0.02651,-0.03486,0.14434,-0.02958,0.05897,0.00045,-0.00643,0.0345,-0.00751,0.04623,-0.0192,0.00027,-0.09973,0.02591,-0.01919,-0.00238,-0.03886,0.04465,0.01789,0.015,0.07426,-0.04799,0.07506,-0.0348,-0.00794,-0.05276,-0.05613
49,B000052YN7,0.04695,0.25799,-0.05237,-0.16198,0.08898,0.18351,0.03893,-0.06786,0.01106,0.06646,0.10819,0.02926,-0.01425,0.04348,-0.05545,-0.08227,-0.08109,0.13607,0.18585,0.01949,0.06142,0.00068,0.00649,0.09437,-0.01225,0.04644,0.09793,-0.00098,0.09522,-0.02778,-0.06923,0.01052,-0.00491,0.01133,-0.04679,-0.07677,-0.05756,-0.02256,0.01338,0.03769,-0.05452,0.01342,-0.0322,0.06547,-0.06577,0.02378,-0.01556,0.00648,-0.0382,-0.0637
50,B000052YOL,-0.41712,0.47707,0.13462,0.17603,-0.0912,0.11559,0.13664,-0.15114,0.04442,0.12531,0.04124,-0.08116,0.02703,-0.04473,-0.00916,0.11614,0.04506,-0.0141,0.14539,-0.07363,-0.05567,0.01374,-0.044,0.02861,-0.04226,0.02479,0.02016,0.10891,0.02326,0.03067,0.04113,0.00057,-0.03763,-0.01415,0.04441,-0.03312,0.05322,-0.00045,0.04117,-0.03307,-0.02945,0.0123,-0.03609,0.03353,-0.0107,-0.00049,-0.00997,0.0207,0.0522,0.01086
51,B000052YOR,0.1278,0.33636,-0.15464,-0.00161,0.06968,0.04576,0.00751,0.00395,0.12661,-0.05801,0.01651,-0.01758,-0.05073,0.01515,0.07522,-0.05281,0.01843,0.07929,0.13852,-0.01766,-0.0213,0.01367,0.03267,0.01756,-0.04406,-0.05697,0.05811,-0.04658,0.07805,-0.0112,-0.03472,-0.00502,-0.0252,-0.03973,-0.00156,0.00596,-0.00254,0.00443,0.02719,0.02276,-0.0368,0.00644,-0.02711,0.02482,-0.05226,-0.05986,0.01846,0.04639,0.06359,-0.02533
52,B000052YOX,-0.4398,0.54222,0.09235,0.11703,0.0251,0.06532,0.17315,-0.09357,0.08403,0.16853,0.06046,-0.13662,0.01935,0.03133,0.00552,-0.06988,0.03886,0.08066,0.17762,-0.05536,-0.01747,0.0586,0.05006,0.07635,-0.01756,0.02116,0.03513,0.11353,0.11285,0.04548,-0.02434,0.05031,-0.07942,0.0081,0.03981,-0.02933,0.01185,0.00419,0.00825,-0.01258,-0.01244,0.0573,-0.03724,0.00142,-0.02953,-0.00623,-0.03334,-0.0128,0.04667,-0.04079
53,B000052YP4,-0.48903,0.48187,0.11903,0.11798,-0.00533,0.06498,0.18606,-0.09158,0.04343,0.13713,0.0496,-0.08252,-0.01564,-0.06124,-0.01826,0.05587,-0.00415,-0.00922,0.1178,-0.03289,-0.05658,0.00336,0.04076,0.09461,-0.03563,-0.00598,0.03742,0.07662,0.09417,0.07059,0.03083,0.01541,-0.0589,-0.00721,0.02451,0.01602,0.04359,0.01929,-0.01532,-0.0301,-0.00804,0.01622,-0.07282,-0.0143,-0.01099,-0.01336,0.02083,0.00739,0.04559,-0.02021
54,B000052YP6,-0.04059,0.34273,-0.12822,-0.1202,0.10982,0.0618,0.09626,0.04805,0.05849,0.114,0.05674,0.06509,-0.10648,-0.05893,0.00686,-0.02992,-0.06465,0.00582,0.12723,0.03967,-0.07959,0.03451,-0.01391,0.07304,-0.00395,-0.06718,0.06145,0.09883,0.03439,0.03895,-0.04009,0.00809,-0.03203,-0.00862,0.03737,-0.01157,-0.01311,-0.04186,0.05466,0.01301,-0.02484,0.00251,-0.05473,-0.02783,0.0697,-0.04025,0.01457,0.0325,0.06293,-0.04168
55,B000052YQ0,0.2376,0.25699,0.09728,0.23823,-0.16087,-0.05537,-0.02361,0.00419,0.1402,0.00973,-0.0298,0.04744,-0.07247,-0.05265,0.05,0.05319,-0.03162,0.04261,0.23629,-0.10976,0.04942,0.0416,-0.07104,-0.01773,0.07595,0.05756,-0.03638,0.10146,0.01087,0.08698,-0.02981,-0.06623,0.00591,-0.10289,-0.00301,-0.06519,-0.02128,-0.00576,-0.01236,0.01804,0.04679,0.0261,0.00127,-0.00825,0.02498,0.05875,-0.08456,-0.01445,-0.01651,0.04311
56,B000052YQ2,0.32656,0.3165,0.04908,0.24386,-0.1466,-0.11519,0.02255,-0.03885,0.16078,0.05512,0.00566,-0.06431,-0.03955,0.03023,0.12242,-0.04907,0.06989,0.04452,0.28698,-0.11263,0.0423,0.00732,-0.1174,-0.01539,0.03983,0.04176,0.00894,0.02903,0.00891,0.06306,0.00914,-0.05966,0.01641,-0.05928,-0.01309,-0.03842,0.00715,-0.03605,-0.01227,-0.00783,0.02289,0.0301,0.01722,0.02704,0.08364,0.04282,-0.09859,-0.01677,-0.0082,0.0167
57,B000052YQN,-0.39905,0.39275,0.21326,0.1074,0.04991,-0.03758,0.27061,-0.03303,0.04096,0.08762,0.08246,-0.04611,0.01332,-0.00367,-0.05527,-0.0438,-0.01031,-0.05249,0.02293,-0.08419,-0.01378,0.04636,0.08307,-0.0953,-0.1441,0.02111,0.07158,0.05354,0.07823,-0.02632,-0.01774,-0.09949,-0.01292,0.11676,-0.04714,-0.01621,0.03269,-0.03328,-0.07436,0.01412,0.01424,-0.0636,-0.07352,-0.01811,0.05196,0.00358,-0.04884,0.00086,0.03429,0.00015
58,B000052YQU,-0.38956,0.36777,0.12415,0.03139,0.12861,0.05099,0.17046,-0.16462,0.0906,0.18639,0.09808,-0.01094,0.06429,0.07208,-0.10097,-0.0936,0.08199,0.03275,0.1217,-0.07366,-0.09478,0.02817,0.0345,0.02552,-0.08899,0.03262,-0.01261,0.05591,0.1373,0.00999,-0.00973,-0.01235,-0.04157,0.01794,0.03342,0.02449,-0.02848,-0.06196,-0.02461,0.0049,-0.00288,0.0207,-0.03746,0.03739,-0.01879,0.05933,-0.07181,-0.01419,0.03411,-0.03181
59,B000052Z5B,-0.08307,0.00865,-0.26167,0.16807,0.0129,0.07309,-0.01151,-0.19775,0.06785,-0.05962,0.00664,0.02921,0.07909,-0.0335,-0.03906,0.04769,-0.12972,0.00057,-0.00431,-0.04057,0.08321,-0.06381,0.06777,0.02964,0.0096,-0.05211,-0.0052,-0.00527,0.01723,-0.12908,-0.08498,-0.01901,-0.01188,-0.0937,-0.01749,-0.06418,-0.0259,0.00335,0.00352,0.0313,-0.00607,-0.03423,-0.05134,-0.01314,-0.02395,0.01804,-0.03063,-0.02407,0.00581,-0.01734
60,B000052Z8D,0.07664,-0.04374,-0.31919,0.05228,0.08877,0.08432,0.04808,-0.12587,0.13486,-0.0366,0.0306,-0.00489,-0.02489,0.07324,-0.09995,0.04583,-0.019,0.02081,0.02814,0.01564,0.03622,0.01404,0.01205,0.00164,-0.06914,0.01193,-0.09114,-0.00507,0.03572,-0.02438,0.00787,-0.02677,-0.00292,-0.00453,-0.01126,-0.01066,0.02084,-0.00419,0.08105,0.00197,-0.03351,0.02184,-0.05104,-0.00535,0.03922,-0.04931,-0.00845,0.01374,0.01562,0.03247
61,B000052ZB1,0.18978,0.30529,-0.15935,0.06285,-0.04819,0.05984,0.03802,-0.05561,0.07687,0.03846,0.00386,0.00131,-0.01196,0.04421,0.03774,0.10552,0.00078,0.04446,0.20649,-0.14303,-0.01132,0.02525,-0.09198,-0.03349,-0.01452,0.10452,0.00657,0.02548,0.05368,0.02805,0.0111,-0.02873,0.02119,-0.02189,0.00487,-0.04607,-0.0297,-0.04911,-0.03018,-0.01436,0.03304,0.01065,0.04625,0.03358,0.00496,0.08169,0.00726,-0.01606,0.01147,0.00966
62,B000052ZB2,0.20204,0.29939,-0.15334,-0.04593,0.00153,-0.03875,0.05528,0.01717,0.10399,0.03647,0.00137,0.13462,-0.10076,-0.04684,0.08999,-0.01403,-0.09237,-0.06665,0.10827,0.02377,0.05932,0.01502,-0.0645,0.00106,0.00068,0.00996,0.03526,0.03252,0.00382,0.02465,-0.05352,0.10387,-0.0111,0.04905,-0.00824,-0.04622,0.0405,0.04797,-0.00296,0.04648,0.07907,0.02346,-0.04961,-0.03948,-0.01054,-0.00891,0.02315,0.00835,-0.00898,0.00037
63,B000052ZB4,0.36681,0.24997,-0.05952,0.02688,-0.18584,0.02487,0.01842,0.03104,0.05185,-0.07693,0.12596,0.06387,-0.00839,-0.18616,0.18393,-0.00994,-0.12431,-0.05972,0.00257,0.05988,0.10475,-0.01413,0.00097,0.02913,0.0356,-0.01428,-0.03037,0.11181,0.02795,0.05299,-0.04519,0.10383,-0.04297,-0.00683,-0.03235,0.05472,-0.00584,0.03408,-0.03966,0.01832,0.03913,0.00651,-0.01104,-0.01428,0.03458,-0.08376,-0.01239,-0.02689,0.04024,0.04142
64,B000052ZBD,0.23124,0.25454,-0.12652,-0.05506,0.11355,-0.11223,-0.00375,0.03667,0.17199,-0.0844,0.09009,0.11959,-0.04063,-0.15818,0.08211,-0.13328,-0.03273,0.01419,-0.001,0.0578,0.0536,0.03365,-0.0406,-0.00987,-0.00823,0.0372,-0.05227,0.02414,0.06723,0.0053,-0.04335,-0.00618,0.02186,0.03825,0.04243,0.05331,0.05641,-0.00079,-0.08013,0.01015,-0.07666,-0.02412,-0.04583,0.01486,0.04536,-0.00102,-0.00073,0.0025,0.05415,-0.00146
65,B000052ZBH,0.21145,-0.00323,-0.21069,0.05649,-0.19997,-0.01762,-0.10961,-0.15703,0.13043,-0.07629,0.12461,0.05949,0.1242,-0.01369,-0.02931,-0.04109,-0.06271,0.06509,0.01868,0.10763,-0.03644,0.11792,-0.07737,0.02413,-0.01728,-0.04088,0.02773,-0.04898,0.0137,0.02613,0.01567,0.0332,-0.11307,0.045,-0.03458,0.01782,0.07852,-0.01938,4e-05,-0.0014,0.0031,0.03427,0.00672,-0.063,-0.0402,-0.01533,-0.10584,-0.03073,0.02315,-0.00921
66,B000052ZBP,0.00446,0.08627,-0.24471,-0.03312,-0.03727,0.16602,0.0565,-0.04977,0.14276,0.04815,0.0615,0.02894,-0.0712,-0.03427,0.11633,-0.00923,-0.20618,0.01185,-0.05819,0.04686,-0.03493,0.09449,-0.02597,-0.01306,0.02741,0.06869,0.06556,-0.00543,0.0148,0.01602,0.00716,-0.04763,0.0524,0.08231,0.00472,-0.02722,-0.03077,0.0431,0.02343,0.05435,0.00112,-0.02757,0.07441,0.09778,0.02401,0.02555,-0.02109,0.00185,0.02962,0.0012
67,B000052ZTY,0.24021,-0.16154,0.19119,0.15904,0.39539,-0.2184,0.12218,-0.2092,-0.17287,0.12677,0.22342,-0.04376,0.02972,-0.09822,0.11963,-0.01913,-0.03005,-0.00697,0.01026,-0.0292,1e-05,-0.06819,0.00816,-0.03671,0.00837,-0.04536,-0.03025,-0.04844,0.05104,-0.01995,-0.04975,-0.00091,0.06423,0.00803,-0.02867,0.00347,0.01575,0.03135,0.08099,0.00553,-0.0143,0.04441,0.06594,0.00616,-0.01226,-0.00189,-0.0178,0.00668,-0.00875,0.0633
68,B00005302B,0.35488,0.25094,0.05065,0.14227,-0.03258,-0.27898,0.02795,0.12349,0.23135,-0.03988,0.00238,-0.03328,-0.05743,-0.09085,0.13878,-0.11241,-0.02642,0.07217,0.09107,0.06359,0.08257,0.09396,-0.04638,-0.04198,-0.05875,0.06009,0.02615,0.01505,0.13616,0.03927,-0.01307,-0.00472,-0.02839,0.05363,0.00096,-0.04129,-0.0139,-0.03299,-0.05368,-0.00517,-0.01969,0.00535,-0.09159,-0.02009,0.06668,-0.01091,0.00067,0.02824,0.03708,0.027
69,B00005304H,0.2118,-0.25765,0.26403,0.02139,0.17848,-0.18533,-0.11996,-0.21113,0.1173,0.32546,0.02489,0.19047,0.09526,-0.12608,-0.05707,-0.21512,-0.21696,-0.07877,-0.04835,-0.13119,-0.03954,0.05728,0.09612,-0.02472,-0.17032,-0.01172,0.0861,-0.04006,0.15925,0.01629,0.01509,0.01733,0.01731,0.0029,-0.08747,0.01995,-0.04397,0.00794,0.00963,-0.10175,0.01617,-0.03347,0.0076,-0.04467,0.00874,-0.00147,0.13614,-0.05952,-0.02107,-0.01429
70,B0000530ED,0.08905,-0.08619,-0.00736,0.1517,-0.00137,-0.03676,-0.31236,-0.15742,0.02921,-0.05703,0.02717,0.06646,0.08871,-0.05806,-0.06679,-0.09845,-0.00853,0.04346,-0.05801,-0.04533,0.09636,-0.03408,0.01062,-0.01778,0.02667,-0.02754,0.07992,-0.0024,0.19212,-0.0467,-0.07182,-0.04528,-0.10147,0.00329,0.046,0.00159,0.00473,-0.09723,-0.01844,0.03367,0.01403,-0.02602,-0.08769,0.00602,-0.04693,-0.04195,-0.08049,0.02984,-0.03444,-0.03133
71,B0000530EZ,-0.49523,0.2918,0.2045,0.09476,-0.1854,-0.2975,-0.03415,0.03017,0.15144,-0.07179,0.14596,-0.06162,0.00333,0.16101,-0.06102,0.06246,0.00055,-0.06523,-0.08401,0.00249,-0.06449,-0.03838,0.02017,-0.03655,0.12136,0.03841,-0.02149,-0.05336,-0.05425,0.00957,0.03619,-0.02466,0.10896,-0.01641,0.01052,-0.00313,-0.01116,-0.01975,0.03688,-0.04714,0.05896,-0.02568,0.02587,0.0277,0.03293,-0.0836,0.01567,-0.08584,0.01655,-0.0178
72,B0000530G6,-0.43278,0.43906,0.17421,0.17602,-0.10513,-0.31638,-0.0349,0.06259,0.16538,-0.05783,0.07956,-0.05367,0.06843,0.06842,-0.01953,0.04843,-0.02874,-0.07065,-0.02889,0.05734,-0.03588,0.07313,0.03547,-0.00198,-0.01986,0.01697,0.06716,-0.00886,-0.00827,-0.00668,-0.08936,0.0045,0.02718,-0.00675,0.06546,-0.0544,0.0428,0.00316,-0.03485,-0.02895,0.01654,0.08937,-0.03293,-0.00692,-0.10961,0.03736,0.05824,-0.00518,-0.04291,-0.02095
73,B0000530LO,-0.48064,0.41136,0.09322,0.06601,-0.04943,-0.28187,0.04521,0.05382,0.12128,-0.09285,0.11407,-0.01118,0.03109,0.03302,-0.02644,0.08488,-0.02675,-0.09867,-0.06654,0.02382,0.02028,-0.03969,-0.10892,0.02913,-0.00218,0.01912,0.05316,-0.00773,0.04142,0.0003,-0.00471,-0.03988,-0.01984,-0.00906,0.02687,-0.04905,0.06564,-0.00368,-0.01105,0.05946,-0.00529,0.09527,-0.00268,-0.05764,-0.06035,0.0165,-0.03444,0.00988,-0.01252,0.00139
74,B0000530LP,-0.53309,0.40394,0.13149,0.07316,-0.06938,-0.29312,0.09761,0.07761,0.09056,-0.11531,0.14735,0.00298,0.00412,0.05284,0.00857,0.09658,-0.06241,-0.08372,-0.08015,0.03015,0.04193,-0.02178,-0.09988,0.02519,-0.01151,0.04044,0.0617,-0.00923,0.053,0.02772,0.02599,-0.03343,0.0049,-0.00353,0.02758,-0.04739,0.08129,-0.01796,-0.03601,0.04612,-0.02274,0.09534,-0.004,-0.04304,-0.05641,0.00706,-0.06512,-0.00221,-0.01147,-0.01955
75,B0000530LV,0.24519,0.13614,-0.02833,0.03946,0.09231,-0.21159,-0.11866,0.04116,0.1411,-0.0026,0.01584,0.03487,-0.10561,-0.09666,-0.04185,-0.1871,0.02883,0.00137,0.01548,0.0308,0.00787,-0.05083,-0.11106,-0.00919,0.03593,-0.05376,0.03882,-0.0287,0.05232,-0.02209,-0.02652,-0.03379,0.04082,-0.04355,0.02022,0.00627,-0.01641,0.01408,0.03052,-0.03229,0.05869,0.03884,-0.02572,-0.02168,0.01199,-0.00398,0.00155,0.02641,-0.00032,-0.0386
76,B0000530M0,-0.35979,0.34306,0.14777,0.06738,0.01242,-0.19118,-0.03527,-0.04503,0.06673,-0.08915,0.11337,0.0697,0.14203,0.09904,-0.07038,0.03993,0.0529,-0.07783,-0.01666,0.00958,-0.00991,-0.00885,-0.036,0.04567,-0.07952,-0.02137,0.0416,0.01939,-0.04186,0.08158,-0.0221,0.04647,-0.01121,0.0086,0.00892,-0.06579,0.00777,-0.05643,-0.01431,-0.01123,0.01863,0.09079,-0.00047,0.04048,-0.08706,0.03263,0.02545,0.02293,-0.05357,-0.04386
77,B0000530NA,0.22221,0.276,-0.16505,-0.16117,0.11529,0.15217,-0.05319,-0.0446,0.13217,-0.00949,0.08497,0.06627,0.06444,-0.0345,0.05725,-0.05457,-0.03514,0.05842,0.01482,0.04418,0.00806,0.02779,-0.10688,-0.06653,-0.08195,0.12784,0.05571,-0.0702,0.07189,-0.08489,-0.03574,-0.04437,0.00603,-0.07811,-0.02313,0.0464,-0.05661,0.05597,-0.05618,0.00893,-0.02244,0.02007,-0.03135,0.02038,-0.04981,-0.00644,-0.00959,-0.06809,-0.03583,0.0244
78,B0000530O9,0.20335,0.33897,-0.1393,-0.08082,-0.06801,0.2467,0.0498,-0.05102,-0.10832,-0.08113,0.06381,0.05339,0.02348,-0.08661,0.03702,0.00248,0.05544,-0.09087,0.01862,0.05134,-0.04091,0.05476,-0.03585,0.01474,0.00989,0.03439,0.01601,-0.00538,-0.00537,0.07601,0.01652,-0.03048,0.0438,-0.04059,-0.03273,0.02668,-0.02356,0.07569,-0.01224,0.00567,-0.00764,0.00034,-0.02874,0.02154,0.03544,-0.00455,-0.00138,0.04036,0.00851,0.02599
79,B0000531GD,0.03193,0.0433,-0.2106,0.09229,-0.04312,0.10708,0.07601,-0.14835,0.07171,-0.11047,0.08831,0.04461,0.01287,0.03764,-0.01144,0.06561,-0.08582,0.00435,0.06293,-0.01296,0.06862,-0.03789,-0.11164,-0.00532,0.00398,-0.062,0.04183,0.05941,-0.07868,-0.02924,0.02271,-0.00812,0.05056,0.00237,0.00178,-0.07171,-0.04009,0.0886,0.05363,0.03466,-0.00308,0.00171,0.0052,-0.05553,0.01312,-0.02346,-0.01933,-0.02786,0.01096,-0.02511
80,B0000531GV,-0.06897,0.13089,-0.18292,0.10617,-0.01214,0.04082,-0.01389,-0.10692,0.16545,-0.01885,0.04114,0.01613,0.00206,-0.00477,0.04785,0.01987,-0.25665,0.00172,0.04339,0.10452,0.0011,0.02712,-0.04269,-0.02204,0.05516,-0.01044,0.09152,0.00357,-0.06874,-0.05112,0.07912,0.00999,0.02233,0.0901,-0.01569,-0.039,-0.0824,0.04227,0.07899,0.11035,0.02687,0.03849,0.01102,0.04624,0.01625,0.02128,-0.01463,-0.01192,0.0462,0.01968
81,B0000531II,-0.10862,0.06708,-0.26903,0.2088,-0.03395,0.00544,0.00738,-0.15055,0.18154,-0.05846,0.02383,0.00699,-0.04508,0.08173,0.01799,0.05161,-0.08647,0.04138,0.06202,-0.07671,0.01232,-0.07204,-0.05621,0.00344,0.04261,-0.12382,0.03916,-0.02232,-0.05885,-0.03193,-0.03139,1e-05,0.01197,-0.03381,-0.01016,-0.0337,-0.11961,0.08482,0.0614,0.07105,0.02595,0.03629,0.0093,-0.05168,-0.01028,-0.00789,-0.02303,-0.05431,-0.01415,0.03176
82,B0000531NU,0.22409,-0.06376,-0.06078,0.25513,-0.30591,-0.09953,-0.135,-0.15448,0.03719,-0.07012,0.03416,0.10109,0.12801,-0.01684,-0.01548,-0.06918,-0.08105,0.0624,-0.0009,0.05318,-0.00953,0.14142,-0.07149,-0.01444,0.00671,-0.05569,0.08129,-0.07512,0.03218,0.06688,0.05862,0.06054,-0.05113,0.05002,-0.01066,-0.00487,0.02389,-0.00756,-0.00079,-0.04396,-0.01767,0.00082,0.06013,-0.04668,-0.03579,0.00721,-0.05439,-0.00729,0.01061,-0.00373
83,B0000531SW,-0.19783,0.15236,-0.08597,0.13744,0.06201,0.12068,-0.18467,-0.27968,0.00532,0.22483,-0.0013,-0.06008,0.03525,-0.12175,-0.0696,0.0138,0.02912,-0.0647,-0.10334,-0.064,-0.04955,0.01878,0.09304,-0.17799,-0.06742,-0.04495,0.13131,0.03078,-0.05654,-0.06639,-0.02834,0.00827,-0.03039,-0.11215,0.04155,-0.01615,0.01723,-0.01942,-0.05439,0.10864,-0.0005,-0.06217,-0.0792,-0.03902,-0.02427,0.03029,-0.0086,-0.04107,0.04087,0.02894
84,B0000531WZ,-0.5103,-0.01688,-0.16134,0.39743,-0.01087,0.01332,-0.02349,-0.07095,0.1066,-0.13748,-0.02084,-0.11759,0.05133,-0.04317,-0.00791,0.11245,-0.05248,0.0098,-0.01802,-0.00154,-0.10585,-0.01441,-0.01834,0.07532,-0.1068,-0.00327,0.06056,-0.00035,0.0592,0.05622,-0.0354,0.04374,-0.0099,0.07482,0.03792,0.0519,-0.03006,0.01044,0.03096,-0.03769,-0.03312,-0.03111,-0.05338,0.06761,-0.01701,-0.02462,-0.00764,0.01943,-0.00791,0.02827
85,B00005321Z,0.23409,0.10938,-0.01793,0.06812,0.05745,-0.07442,0.0207,0.05097,0.04832,0.11122,-0.06277,0.10503,-0.21604,-0.0323,-0.13964,0.12801,-0.07812,0.00688,0.01369,0.09056,-0.10325,0.11112,0.04557,0.00987,-0.04571,0.08225,-0.06618,-0.04124,0.02605,0.01309,-0.04652,-0.0503,-0.07604,-0.01155,0.04148,-0.07918,0.01216,-0.01442,0.00315,0.03046,-0.01154,-0.0239,-0.03739,0.02895,0.01589,-0.01065,0.02972,0.01422,0.03378,0.04894
86,B0000532AN,0.26062,-0.15572,-0.01382,-0.02127,-0.16121,-0.20384,-0.03401,-0.10214,0.1707,0.03876,-0.00562,0.03498,0.05289,-0.13468,-0.07628,-0.03161,-0.08931,0.01578,0.08909,0.13285,-0.08313,0.07288,-0.02963,-0.00285,-0.02846,0.00064,0.0861,-0.11778,0.07479,-0.01428,-0.05148,0.02035,-0.00934,0.07259,-0.00552,0.0313,0.10226,0.04399,-0.02752,-0.00603,-0.00238,-0.00536,-0.07051,-0.01748,0.00285,0.00165,-0.02212,0.04208,-0.01193,-0.09002
87,B0000532VT,0.1655,0.01913,0.21032,0.08111,0.15608,-0.12748,-0.20895,-0.31196,0.0047,0.22141,0.19863,0.2117,0.1658,-0.13168,-0.03051,-0.25853,-0.24488,-0.14941,-0.01302,-0.13775,0.0033,-0.04284,0.13589,-0.06773,-0.14611,0.13306,0.07066,0.02156,0.14763,-0.03169,0.01916,0.04663,-0.00935,0.03691,-0.00494,0.05372,-0.00199,0.00138,-0.11285,-0.0556,0.00736,0.01672,-0.04811,-0.00883,-0.05986,0.00127,0.15123,-0.03743,0.07355,-0.01702
88,B0000532YN,0.16036,0.20813,-0.02504,-0.13303,0.15541,0.08407,0.12661,0.13616,0.14495,-0.03606,-0.04003,-0.07047,-0.10532,0.01828,-0.07559,-0.05258,-0.05737,0.01481,0.03749,0.01583,0.00798,-0.07232,0.00487,-0.06464,0.0189,0.00523,0.02242,-0.04341,0.02651,-0.03093,0.0275,-0.01366,-0.05251,-0.00128,-0.04959,-0.0264,-0.01637,0.03259,0.03226,0.01895,-0.01125,0.05266,0.01501,-0.01457,-0.02277,0.01116,0.0075,0.01177,0.03512,0.03275
89,B00005333G,0.0328,0.34381,-0.13368,-0.05807,0.06507,0.07388,-0.00545,-0.08932,-0.02993,0.06919,-0.02115,0.09063,-0.04754,0.00259,-0.06726,-0.10752,0.03907,-0.0274,0.17989,-0.01466,-0.03643,0.01546,0.05357,-0.00974,-0.04854,-0.00292,0.01998,0.01427,0.09257,0.04278,-0.02452,0.01209,0.00282,-0.01651,0.04041,-0.0426,-0.05703,-0.04513,0.03068,0.09412,0.00498,-0.05633,-0.01381,0.02941,-0.02574,-0.03423,-0.03815,-0.03232,0.00616,-0.03889
90,B00005333I,0.22496,0.24451,-0.20117,-0.05581,0.00825,0.19094,0.03939,-0.12959,-0.03759,-0.00936,0.08693,0.00887,0.03566,-0.11772,-0.00985,0.06977,-0.08145,-0.08246,0.0488,0.05297,-0.06101,0.08775,0.02691,0.05318,0.00263,0.06627,0.08449,0.04103,-0.01037,0.01309,0.07777,-0.043,-0.0271,-0.01695,-0.02455,0.0321,-0.0061,-0.01747,0.01486,0.02276,-0.01314,-0.00649,-0.00142,0.09593,0.00027,0.01634,0.0267,0.0051,0.04838,0.02274
91,B0000533CC,0.24196,-0.19374,0.2176,0.02671,0.1071,-0.13779,0.03948,-0.17371,0.02193,0.19868,0.19417,0.20219,0.02391,-0.02795,0.04322,-0.03664,-0.12533,-0.02405,-0.08599,-0.14999,0.07778,0.05763,-0.00355,0.02862,-0.0273,0.00382,-0.05885,-0.01103,-0.01129,0.09547,-0.01633,0.03622,0.01308,0.02138,-0.09643,-0.06383,-0.00046,-0.00148,-0.02998,0.0036,-0.02062,0.01195,-0.10875,-0.05166,-0.04812,-0.01773,0.07671,-0.023,-0.0102,-0.14539
92,B0000534VO,0.12252,0.20153,-0.05618,-0.07785,-0.02688,0.01929,0.10554,-0.00113,0.04339,0.08099,0.04734,0.18241,-0.0306,-0.0569,0.02955,0.03168,-0.06033,-0.0645,-0.01742,-0.01607,0.07427,-0.03955,-0.07438,-0.06262,0.02089,-0.04213,-0.0398,0.01337,0.00522,-0.02321,0.00904,0.06772,0.06251,0.0318,0.02269,0.04379,-0.05886,0.00086,-0.01973,0.01261,-0.00748,0.01557,-0.07399,-0.07072,0.06163,-0.02066,-0.04703,-0.00051,-0.01787,-0.04316
93,B0000535CH,0.17812,0.03825,0.29078,0.08364,-0.09573,0.06872,-0.09843,-0.0071,0.08861,0.08697,-0.02112,0.07291,-0.05114,-0.0678,-0.04785,0.0168,-0.05855,0.04663,-0.03751,0.00351,-0.05007,-0.01271,-0.02388,-0.03102,0.09594,-0.02233,0.02839,-0.00362,0.0532,-0.15158,0.04991,-0.03224,0.05219,0.0548,0.04274,0.03514,-0.01376,0.00875,0.04399,-0.02641,-0.05172,0.09593,-0.08995,-0.04461,0.03043,-0.01468,-0.01606,0.00462,-0.01782,-0.10682
94,B0000535OF,0.37991,0.18948,0.16793,0.08059,-0.04898,0.0889,-0.04812,-0.08515,0.03598,-0.05436,0.10559,-0.0058,0.09445,-0.03637,0.03369,-0.07489,-0.15458,0.055,0.15634,-0.05967,0.01126,0.0058,0.08512,0.05046,-0.00078,0.03522,0.13633,-0.06843,0.14099,-0.06468,-0.0251,0.02606,0.02577,0.00781,-0.03021,-0.0374,0.06257,-0.01326,-0.01722,0.04426,-0.00696,-0.0116,-0.04309,0.00582,-0.00359,0.02364,-0.03313,-0.01257,0.00555,-0.04305
