item_id,asin,pc1,pc2,salesrank_category,salesrank,item_text_short
187,B00008O2X5,0.17291,0.20046,Health & Personal Care,11350.0,"Almay Anti-Perspirant &amp; Deodorant, Clear Gel, Fragrance Free - 2.25 oz Almay"
188,B00008PC1O,0.29153,-0.06814,,,"Sun-In Spray-In Hair Lightener, Original - 4.7 fl oz Sun-In Sun-in super brings "
189,B00008ZPG9,-0.46892,0.5795,Beauty,990.0,Olay Regenerist Deep Hydration Regenerating Cream Facial Moisturirzer 1.7 Fl Oz 
190,B00008ZPGA,-0.4794,0.61892,Beauty,5349.0,Olay Regenerist Regenerating Serum Moisturizer 1.7 Fl Oz Olay Moisturizers Beaut
191,B000092OX4,0.29377,0.28973,Beauty,682.0,Olay Regenerist Regenerating Lotion With Sunscreen Broad Spectrum SPF 15 2.5 Fl 
192,B000093A0U,0.24847,-0.14808,Beauty,38437.0,Hugo By Hugo Boss For Women. Eau De Toilette Spray 1.3 Ounces HUGO BOSS Introduc
193,B000093I60,0.3119,0.0063,Health & Personal Care,8214.0,"No-Rinse Body Bath, 16 oz Clean Life Products Feel Clean and Refreshed in Minute"
194,B000094Q6C,0.26625,-0.21294,Beauty,164057.0,"Tournmaline Ceramic Curling Iron, 3/4-Inch Conair If you were around in the &#x9"
195,B000094ZDX,-0.23476,-0.09976,Beauty,9277.0,Conair 1600 Watt Folding Handle Hair Dryer Conair 124ANP Features: Mini turbo fo
196,B0000950LF,0.29554,0.00523,Health & Personal Care,9952.0,"Promensil Menopausal Relief Supplement Tablets, 60-Count Box Promensil A dietary"
197,B000095SDS,-0.53839,0.19728,Beauty,35900.0,Scalpicin Max Dermatology Scalpicin Scalpicin Max Dermatology Pack of 1 Hair & S
198,B00009WO0W,0.2362,0.05588,Health & Personal Care,18595.0,"Weleda Children's Tooth Gel, 1.7 oz Weleda Weleda Children's Tooth Gel - 1.7 ozP"
199,B0000AFUTL,0.21384,-0.26314,Beauty,3881.0,"Jerdon JP7506CF 8-Inch Two-Sided Swivel Wall Mount Mirror with 5x Magnification,"
200,B0000AJ3PT,0.3598,0.29224,,,"Aveeno Active Naturals Creamy Moisturizing Oil, 12 Ounce Aveeno This light body "
201,B0000AJ3PU,0.34793,0.32761,,,"Aveeno Active Naturals Stress Relief Moisturizing Lotion, 12 Ounce Aveeno Aveeno"
202,B0000AJ3Q3,0.09434,-0.021,Beauty,40967.0,"L'Oreal Paris Double Extend Mascara, Blackest Black, 0.33 Ounces L&#39;Oreal Par"
203,B0000AN9L9,0.25179,0.14296,Beauty,2038.0,"Neutrogena Transparent Facial Bar Bonus Pack, Original Formula - 6 ea, 3.5 oz ea"
204,B0000AS54S,0.23806,0.06745,,,"Udderly Smooth Udder Cream, Skin Moisturizer, 4 Ounce Tube Udderly Smooth Udderl"
205,B0000BV14G,0.07117,0.04459,Beauty,49128.0,"Cool Water By Davidoff Eau-de-toilette Spray, 1.7-Ounce Davidoff Cool Water by D"
206,B0000C0XL8,0.28485,0.0951,Beauty,1910.0,"Desert Essence Organic Jojoba Oil -- 4 fl oz Desert Essence For Hair, Skin &amp;"
207,B0000C4COV,0.22515,0.12151,,,"derma e Soothing Skin Treatment, Tea Tree &amp; E Antiseptic Cr&egrave;me, 4 oz "
208,B0000CC64W,-0.40592,0.50229,Beauty,35.0,Olay Regenerist Daily Regenerating Serum - Fragrance Free Moisturizer 1.7 Fl Oz 
209,B0000CDVN6,0.19358,-0.27655,Beauty,7904.0,"Conair Spiral Styler, 0.75 Inch Conair &lt;P&gt;&lt;STRONG&gt;The Perfect Size F"
210,B0000CNR0E,0.32403,-0.19197,Home &amp; Kitchen,4256.0,"Household Essentials Travel Tie Case, Black Household Essentials This padded tie"
211,B0000CNR0J,0.2904,-0.23865,Home &amp; Kitchen,6748.0,"Household Essentials Grooming Travel Bag Organizer, Black Household Essentials P"
212,B0000UJJH0,-0.07486,0.12745,Beauty,11964.0,"Desert Essence Tea Tree Oil 100% Pure, 2-Ounce Desert Essence Dessert Essence Te"
213,B0000UTUS8,0.13508,-0.04728,Beauty,5058.0,"Aquis Microfiber Hair Turban, Lisse Crepe, Patented Design, White Aquis Aquis to"
214,B0000UTUVU,0.09855,0.20053,,,"Mrs. Meyer's Clean Day Dish Soap, Lavender, 16 Ounce Bottle Mrs. Meyer&#39;s Cle"
215,B0000UTUW4,0.03456,0.31364,,,"Mrs. Meyer's Clean Day Liquid Hand Soap, Lavender, 12.5 Ounce Bottle Mrs. Meyers"
216,B0000VC1YC,0.1486,0.3294,Beauty,112394.0,"Neutrogena Body Oil, Light Sesame Formula, 32 Ounce A sheer moisturizing experie"
217,B0000XMQTA,-0.26745,-0.03021,Beauty,21026.0,Irene Gari Cover Your Grey for Women Touch Up Stick Medium Brown Irene Gari Buy 
218,B0000Y3C3I,0.46464,0.0889,Beauty,184172.0,"Afirm 3X AFIRM, a retinol cream, reduces the appearance of fine lines and makes "
219,B0000Y3COC,0.27118,0.10737,Beauty,3277.0,PanOxyl Bar 10% - 4 oz - 1 Bar Panoxyl PanOxyl Bar 10% contains Maximum Strength
220,B0000Y3CRY,-0.13896,0.29143,Beauty,13910.0,"Nizoral Anti-Dandruff Shampoo, 4 oz. Nizoral Controls flaking, scaling and itchi"
221,B0000Y3CSI,0.31044,0.18252,Beauty,120361.0,Neutrogena T/Gel Original Shampoo - 16 oz Neutrogena T/Gel Shampoo Original(New 
222,B0000Y3D4G,-0.06574,0.28073,Beauty,42049.0,"Neutrogena Norwegian Formula Lip Moisturizer, SPF 15, 0.15 Ounce Nuetrogena Cond"
223,B0000Y3D4Q,0.24477,0.08623,Beauty,8837.0,"Rezamid Acne Treatment Lotion, 2 oz. Summers Laboratories The original acne ther"
224,B0000Y3DAK,0.24034,0.20216,Beauty,64421.0,DHS Clear Shampoo 8 oz DHS DHS Clear Shampoocontains a unique blend of special c
225,B0000Y3FQC,0.22299,-0.2137,Beauty,18237.0,Diamancel Tough Buffer #11 Diamancel Im the first to admit I wondered about this
226,B0000Y3FRG,0.15948,0.31633,Beauty,214.0,Obagi Nu-Derm Foaming Gel -- 6.7 fl oz Obagi Medical Obagi Foaming Gel combines 
227,B0000Y3GF2,0.08789,0.03304,Beauty,2699.0,"Free &amp; Clear Hairspray Firm Hold, 8 Ounce Free &amp; Clear Free & Clear soft"
228,B0000Y3GIE,0.09893,0.02678,Beauty,12835.0,"Nailtiques Formula 2 Nail Growth Formula Treatments, 0.25 Ounce Nailtiques Nailt"
229,B0000Y3LAC,-0.23538,0.20016,Beauty,11136.0,Jobst It Stays Roll-on Body Adhesive 2 oz. (3 pack) Jobst Roll-on body adhesive 
230,B0000Y8H3S,0.20814,0.06756,Beauty,84.0,"Rogaine for Men Hair Regrowth Treatment, Extra Strength Original Unscented, Set "
231,B0000YUWY0,0.16534,-0.05119,Beauty,16344.0,"jerome russell Hair Color Thickener for Thinning Hair, Black, 3.5 Ounce Jerome R"
232,B0000YUX4O,-0.27724,-0.12532,Beauty,2148.0,Mebco Tortoise Shower Detangler Fromm Popular professional comb styles in an ele
233,B0000YUXGW,0.20902,-0.00187,Beauty,93276.0,Mavala Scientifique (Nail Hardener) MAVALA The tip of the nail is the most fragi
234,B0000YUXI0,-0.16519,0.06156,Beauty,16.0,"Mavala Stop - Helps Cure Nail Biting and Thumb Sucking, 0.3-Fluid Ounce MAVALA A"
235,B0000YV6BI,-0.05497,0.22238,Beauty,34161.0,ApHogee Shampoo for Damaged Hair Aphogee ApHogee Shampoo for Damaged Hair is for
236,B0000YV6YK,0.05565,0.01422,Health & Personal Care,28350.0,One 'n Only Colorfix one &#39;n only One 'n only Colorfix gently removes permane
237,B0000YV83O,0.055,-0.07826,Beauty,9629.0,"Facial-Flex Facial Exercise System Facial Concepts, Inc. Facial-Flex Ultra Syste"
238,B0000ZHH5G,0.1835,0.2348,Beauty,3003.0,"Vanicream Moisturizing Skin Cream, 16 Ounces Vanicream A non-greasy, long-lastin"
239,B0000ZHOEU,0.01483,0.22892,Beauty,1249.0,"Free &amp; Clear Liquid Cleanser, 8 Ounce Free &amp; Clear Free & Clear liquid c"
240,B0000ZLEFU,-0.13749,0.08854,Beauty,128553.0,"Auric Blends Perfume Oil, 0.33 oz - Coco Mango Auric Blends A fruity, tropical b"
241,B0000ZLEX2,-0.36483,0.0781,Beauty,12239.0,"Black Opium - Auric Blends Perfume Oils Auric Blends Black Opium...
Auric Blends"
242,B00011JI88,0.14906,-0.26707,Beauty,81415.0,Ardell Fashion Lashes - 120 Black Demi Ardell 100% Human hair. Fashion lashes lo
243,B00011JOQY,0.14639,-0.1342,Beauty,5417.0,Cricket Static Free Fast Flo Cricket Eliminates fly aways that lead to stick up 
244,B00011JOR8,0.011,-0.01333,Beauty,15366.0,"Cricket Hair Brush Static Free, Mini Fast Flo, 1.28 Ounce Cricket Designed to dr"
245,B00011JTFA,-0.65957,-0.31923,Beauty,31332.0,Star Nail Pen-Style Polish Corrector Makeup Nails Beauty Nail Polish Remover
246,B00011QTZI,0.12909,-0.10598,Beauty,1166.0,"Cricket Technique Barrel Hair Brush, XX-large Round, 2 Inch Cricket Get the perf"
247,B00011QUDE,-0.10797,-0.13363,Beauty,4215.0,"Helen of Troy 1514 Brush Iron, White, 1 1/2 Inches Barrel Helen Of Troy Helen of"
248,B00011QUKW,-0.12772,-0.15482,Beauty,4935.0,"Hot Tools HT1108 Professional Marcel Iron, 1 Inch Hot Tools Marcel iron even hea"
249,B00011QVHO,-0.22687,-0.08469,Beauty,25713.0,"Spornette Porcupine Rounder Brush, 2-Inch Diameter Spornette Spornette 2"" diamet"
250,B00011QVIS,0.12444,-0.09259,Beauty,114945.0,"Spornette Prego Brush, 2-Inch Diameter Spornette International Spornette's Prego"
251,B00011QVUG,-0.62877,-0.16665,Beauty,61978.0,For Pro Stretch Terry Headband with Velcro 3in. For Pro Headbands Hair Care Beau
252,B000127UUA,0.29879,0.20527,Beauty,89784.0,"Camille Beckman Glycerin Hand Therapy, White Lilac, 8 Ounce Camille Beckman A Ca"
253,B000127UVY,0.3117,0.20195,Beauty,94973.0,"Camille Beckman Glycerin Hand Therapy, Glycerine Rosewater, 6 Ounce Camille Beck"
254,B000127VFE,0.23931,0.1836,Beauty,47033.0,"Camille Beckman Silky Body Moisturizing Cream, Glycerine Rosewater, 16 Ounce Cam"
255,B00012NEYG,0.21547,-0.05492,Health & Personal Care,197380.0,Burt's Bees Head to Toe Starter Kit Who says your pinky toe is any less importan
256,B00012NI7E,0.11398,0.24347,Health & Personal Care,14719.0,Burt's Bees Avocado Butter Pre-Shampoo Hair Treatment with Nettles and Rosemary 
257,B00012NJZA,0.25809,0.23504,Beauty,2738.0,"Burt's Bees Orange Essence Facial Cleanser, 4.3 Ounces Burt&#39;s Bees Brighten "
258,B00012NKGS,-0.30202,0.22978,Beauty,12780.0,"Burt's Bees: Citrus Facial Scrub, 2 oz Burt&#39;s Bees Burt's Bees Citrus Facial"
259,B000136P7S,0.24457,0.17797,Health & Personal Care,19303.0,Miracle of Aloe Miracle Hand Repair Cream 8 Oz Ontel Miracle of Aloe Miracle Han
260,B00013TQRE,0.21096,0.09288,Beauty,1720.0,Rogaine for Women Hair Regrowth Treatment 3- 2 ounce bottles Rogaine What's your
261,B00013YYS0,-0.31952,0.13734,Beauty,14288.0,Burt's Bees - Cuticle Creme Lemon Butter - 0.6 oz. Burt&#39;s Bees Burt's Bees L
262,B00013YZ7U,-0.45376,0.22869,Beauty,1567.0,Dr. Bronner's Almond Soap 32oz Dr. Bronner Dr. Bronners Almond 32oz OLAL32 Soaps
263,B00013Z15A,0.23982,0.21768,Beauty,19723.0,Burt's Bees Day Creme Carrot Nutritive -- 2 fl oz Burt&#39;s Bees Carrot Nutriti
264,B000141O6E,-0.17263,0.26949,Beauty,1446.0,"Redken Extreme Anti-Snap Leave-in Treatment, 8.5 Ounce Redken Redken extreme ant"
265,B000142AZ8,0.21133,0.12921,,,"Bain de Soleil Mega Tan Sunscreen Lotion With Self Tanner, SPF 4 - 4 fl oz Bain "
266,B000142C1A,0.10689,-0.27729,Beauty,7849.0,"Essie Nail Polish Marshmallow, .5 Ounce Essie These high-quality nail polishes w"
267,B000142FVW,-0.07115,-0.18559,Beauty,37439.0,"Opi Nail Lacquer, Not So Bora Pink, 0.5 Fluid Ounce OPI A rich, creamy pink with"
268,B000142JDG,-0.06316,0.11564,Beauty,105867.0,"Roux Fanci-Full Mousse, 18 Spun Sand, 6 Fluid Ounce Roux This Roux fanci-full mo"
269,B000142KZ8,-0.25311,-0.01618,Beauty,113478.0,Pretty Nails Instant Polish Remover Regular Pretty Nails Helps Retain Moisture a
270,B000142MGA,-0.46763,-0.21104,Beauty,16078.0,Fran Wilson Eye Tees Precision Makeup Applicators 80 Cotton Swabs Fran Wilson Bu
271,B000142NDC,0.26128,-0.04077,Beauty,241516.0,"Bigen Permanent Powder Hair Color, Dark Chestnut, .21 Ounce Bigen Bigen permanen"
272,B000142OZY,0.31188,0.15559,Beauty,20568.0,Aphogee Conditioner Pro-Vitamin Leave-In 8 oz. Aphogee Apply to wet or dry hair 
273,B000142P12,-0.02231,0.29305,Beauty,5640.0,ApHogee Keratin and Green Tea Restructurizer 8 fl. oz Aphogee ApHogee Keratin an
274,B000142PUS,0.29562,0.10055,Beauty,143081.0,"Clairol Professional Beautiful Collection Semi-permanent Hair Color, Light Reddi"
275,B000142Q6G,-0.09143,0.00868,Beauty,152928.0,"Colora Henna Veg-Hair Chestnut 2oz Colora Henna Natural Organic Haircolor, Condi"
276,B000142TU4,-0.07265,0.04856,Beauty,1313.0,Sally Hansen Polish Remover 8 oz. Strengthening Sally Hansen Strengthening Nail 
277,B000142U9E,0.22255,0.03772,Beauty,75753.0,"Fantasia High Potency IC Hair Polisher Styling Gel, with Sparkle Lites, 16 oz. F"
278,B000142ZFS,-0.30557,-0.25705,Beauty,13353.0,Super Nail Polish Thinner 4oz Super Nail Keeps nail polish consistently smooth f
279,B0001431AG,-0.43504,-0.12165,Beauty,67069.0,"Fran Wilson Cake Eyeliner, Black, 0.09 Ounce Fran Wilson This is the formula pro"
280,B0001432S2,-0.29286,0.13806,Beauty,18081.0,"OPI Natural Nail Strengthener Treatment, 0.5-Fluid Ounce OPI Builds in layers of"
281,B0001433OU,-0.16072,-0.14162,Beauty,148645.0,"OPI Nail Lacquer, Pirates of The Caribbean Collection, Stranger Tides, 0.5 Fluid"
282,B0001433VI,-0.15292,0.04581,Beauty,1826.0,"OPI Start-to-finish Base Coat, Top Coat and Nail Strengthener, 0.5-Fluid Ounce O"
283,B000143AY8,0.0884,0.02017,Beauty,61915.0,Fran Wilson Yellow Mood Matcher Fran Wilson The original MoodMatcher Lip Care St
284,B000143CFA,-0.19313,-0.18064,Beauty,190992.0,Andrea Eyelash Adhesive: Clear Andrea Andrea Eyelash Adhesive: Clear. For sensat
285,B000143K2A,-0.06234,0.2427,Health & Personal Care,21596.0,"Mane 'n Tail Deep Moisturizing Conditioner Mane &#39;n Tail For shiny, healthy h"
286,B000143O7G,0.38599,0.02969,Beauty,15729.0,Instant Peel Natural Dead Skin Remover Instant Peel Instantly peels away dead sk
287,B000146L62,0.31358,-0.04348,Beauty,131238.0,Cassia Clove 100% Pure &amp; Natural Aromatherapy Herbal Soap- 4 oz (113g) Plant
288,B000146LKS,0.32504,-0.05737,Beauty,9739.0,Patchouli 100% Pure &amp; Natural Aromatherapy Herbal Soap- 4 oz (113g) Plantlif
289,B00014D138,0.30424,-0.00156,Beauty,19228.0,"Jason Pure Natural Moisturizing Creme, Anti-Aging Tea Time, 4 Ounce Jason Natura"
290,B00014D1OW,0.08359,-0.00947,Beauty,70731.0,Lemon Clarifying Shampoo 11 Ounces Avalon Organics Shampoo - Lemon by Avalon Org
291,B00014D322,0.31281,0.06585,Health & Personal Care,14774.0,"MillCreek - Biotin Shampoo, 16 fl oz gel Mill Creek Biotin Shampoo  BENEFITS: : "
292,B00014D5O8,0.26308,0.11308,Beauty,2663.0,"Burt's Bees Hand Salve, 3 oz Tin Burt&#39;s Bees If you have rough, dry hands, B"
293,B00014DGCO,0.32686,-0.05143,Health & Personal Care,29241.0,Plantlife Lavender 100% Pure Essential Oil - Bulgarian - 10 ml Plantlife Balanci
294,B00014DIKE,0.26067,0.04086,Beauty,6453.0,"Burt's Bees Therapeutic Bath Crystals, 1 Pound Burt&#39;s Bees After a long day,"
295,B00014DKKC,0.06249,0.26892,Beauty,5431.0,"Burt's Bees Lemon &amp; Vitamin E Bath &amp; Body Oil, 4 Fluid Ounce Burt&#39;s "
296,B00014DM5K,0.02941,0.19561,Beauty,25435.0,Facial Toner &amp; Freshener-Aloe Vera Earth Science 8 oz Liquid Earth Science F
297,B00014DMQE,-0.33581,0.22146,Beauty,1403.0,Reviva Labs 10% Glycolic Acid Cream -- 1.5 oz Reviva 10% Glycolic Acid Night Cre
298,B00014DMRI,0.2248,0.10062,Beauty,14265.0,"Aubrey Organics - Natural Mist Herbal Hairspray (Regular Hold), 8 fl oz spray Au"
299,B00014DMUA,0.16769,0.26981,Beauty,44434.0,Moisturizer-Daily Essential Jojoba/Aloe Desert Essence 4 oz Cream Moisturizer-Da
300,B00014DTY4,-0.20459,0.41075,Health & Personal Care,18581.0,"Nutribiotic Skin Ointment, 0.5 Ounce Nutribiotic NutriBiotic Skin Ointment is de"
301,B00014DU6G,0.10516,0.16993,Beauty,53233.0,Earth Science Fragrance Free Clarifying Facial Wash 8 oz Earth Science Fragrance
302,B00014DZ2K,-0.44383,-0.14932,Clothing,4228.0,AmeriLeather Leather Toiletry Bag Amerileather Travel Accessories Beauty Tools &
303,B00014EH2C,0.15962,0.2757,Beauty,10741.0,"Apricot Intensive Night Cream, 1.65oz Earth Science Ultra-rich formula with phyt"
304,B00014EKJC,0.17399,0.12467,Beauty,13726.0,Nature's Plus Natural Beauty Cleansing Bar -- 3 oz Nature&#39;s Plus Beauty Clea
305,B00014FTTM,0.00257,0.2099,Health & Personal Care,14612.0,Reviva Labs DMAE Firming Fluid - 1 oz Reviva DMAE Firming Fluid is ideal to help
306,B00014GT78,-0.37677,0.04195,Beauty,36877.0,"Dermablend Cover Creme - Chroma 1 - Rose Beige, 1 oz Dermablend Makeup Beauty Co"
307,B00014GTWS,0.23,0.01287,Beauty,14177.0,"Dermablend Leg and Body Cover Make-Up SPF 15, Medium, 3.4 Ounce Dermablend Derma"
308,B00014HF94,0.04449,0.01264,Health & Personal Care,21803.0,"Vitamin E 14,000 IU Nature's Plus 0.5 oz Liquid Nature&#39;s Plus Vitamin E 14 0"
309,B00014JKG0,-0.30136,0.23418,Beauty,11598.0,"Nature's Gate Tea Tree Moisturizing Lotion for Irritated, Distressed Skin, 18-Ou"
310,B00014JOHA,0.33841,0.16999,Beauty,49536.0,"Kiss My Face - Whenever Shampoo, 11 fl oz liquid Kiss My Face Organic Hair Care "
311,B00014WW38,0.22128,0.04965,Beauty,245349.0,Naturtint Permanent Hair Colorant Sandy Blonde Naturtint Green Technologies With
312,B00015GWQU,-0.41683,-0.21729,Beauty,7968.0,Fran Wilson Nail Tees Precision Makeup Applicators 120 Cotton Swabs Fran Wilson 
313,B00015HBD8,-0.04487,-0.11314,Beauty,6649.0,Phillips Light Touch 1 Cushion Hair Brush Philips The Phillips Light Touch #1 Ha
314,B00015HBEC,0.05119,-0.17979,Beauty,31107.0,Spornette Large Oval Nylon Bristle Cushion Brush Spornette International Spornet
315,B00015HBEM,-0.00037,-0.12508,Beauty,64339.0,"Spornette Double Stranded XL Nylon Rounder Brush, 2-Inch Diameter Spornette Inte"
316,B00015XAQ0,0.30516,0.08083,Beauty,2302.0,"Avalon Organics Vitamin C Renewal Refreshing Cleansing Gel, 8.5 Ounce Bottle Ava"
317,B00016QYOO,0.40098,0.15457,Beauty,9258.0,Desert Essence Thoroughly Clean Face Wash - Original -- 8.5 fl oz Desert Essence
318,B00016RIIA,0.02683,0.03527,Beauty,421.0,Yerba Prima Tampico Skin Brush 1 Ea Yerba Prima The Yerba Prima Tampico Skin Bru
319,B00016WSIK,0.37021,0.00739,Beauty,44436.0,"Earth Therapeutics Body Sponge, Anti-Bacterial, 1 Count Earth Therapeutics Safe,"
320,B00016WUEW,0.36312,0.07458,Beauty,18316.0,"Heritage Products Rosewater &amp; Glycerin, 4 Ounce Heritage Store Certified. So"
321,B00016WULK,0.26712,0.09422,Beauty,12648.0,Avalon Organics Vitamin C Renewal Moisture Plus Lotion SPF 15 -- 4 fl oz Avalon 
322,B00016WV6E,0.31089,-0.00667,Beauty,91379.0,"Henna Persia Light Brown 4 Ounces Rainbow Research Adds shine, body, and conditi"
323,B00016WW8Q,0.00998,0.24371,,,Dickinson's Witch Hazel 16 oz Dickinson&#39;s Our unique 100 percent natural for
324,B00016WXEY,-0.01393,0.17751,Health & Personal Care,23301.0,"LILY OF THE DESERT, Aloe Vera Gelly - 12 oz Lily Of The Desert This skin saving "
325,B00016X06O,0.21073,0.06762,Beauty,42075.0,"Herbatint Permanent Herbal Haircolor Gel, Golden Chestnut 4D, 4.56-Ounce Herbati"
326,B00016X3G6,0.0843,0.11096,Beauty,219067.0,"Herbal Salt Scrub Lavender 20.50 Ounces Sunshine Spa Ingredients      Sea salt, "
327,B00016X3L6,0.11945,0.10764,Beauty,140384.0,"GIOVANNI COSMETICS, Nutrafix Hair Reconstructor - 8.5 oz Giovanni Conditioner-Re"
328,B00016X604,-0.1108,0.2775,,,"Smiles' Prid Homeopathic Drawing Salve, 18 GM, 1 each All natural formula. Also "
329,B00016X68Q,0.26379,0.08527,Beauty,8612.0,"J.R. Liggett Bar Shampoo, Original Formula, 3.5 Ounce J.R. Liggett Refresh your "
330,B00016XJ4M,0.13849,0.10574,Beauty,10.0,Thayers - Rose Petal Witch Hazel with Aloe Vera Alcohol-Free Toner - 12 oz. Thay
331,B00016XJ7O,0.11294,0.10726,Beauty,7959.0,Thayers Witch Hazel w/Aloe Vera Lemon 12 oz Thayer&#39;s Witch Hazel-Lemon by Th
332,B00016XJ8S,0.32193,0.13589,Beauty,19922.0,Arbordoun Abundantly Herbal Calendula Cream 4 Oz Arbordoun Arbordoun's Abundantl
333,B000172R76,-0.14824,-0.29617,Beauty,25726.0,Ace Teasing Tail Comb 8&quot; * Black ACE TEASING COMB / For Hair Styling / Take
334,B000177FXW,0.05096,0.07658,Health & Personal Care,13681.0,Bar Soap-Tea Tree Dr. Bronner's 5 oz Bar Dr. Bronner Bar Soap-Tea Tree by Dr. Br
335,B00017XWJ8,0.03381,0.07485,Beauty,214094.0,"Ralph Lauren Eau de Toilette Spray For Women, 1.7 Oz A blend of sparkling green "
336,B000186X4I,-0.4881,0.03061,Beauty,23174.0,Shiseido Shiseido Cleansing Massage Brush Shiseido The Skincare Cleansing Massag
337,B000195GAY,-0.43319,0.17568,Beauty,6163.0,"Blue Grass By Elizabeth Arden Deodorant Cream, 1.5-Ounce Elizabeth Arden Blue Gr"
338,B000196U04,-0.01111,-0.20346,Beauty,32895.0,Diamon Deb Nail File 8&quot; Diamon Deb What it is: The Diamon Deb Nail Dresser 
339,B0001AGMWE,0.16842,-0.08071,Beauty,3045.0,"Miracell ProEar-for Itchy, Irritated Ears .5 OZ Miracell NEW 1/2 ounce dropper-n"
340,B0001AQCII,-0.075,-0.19273,Beauty,215348.0,"China Glaze Nail Polish, Jetstream, 0.5 Fluid Ounce China Glaze A very soft cott"
341,B0001B86HM,0.22167,-0.1553,Beauty,12663.0,Conair Pro Style 1875 Watt Hard Hat Hair Dryer Conair Conair pro style 1875 watt
342,B0001EKTZQ,0.11833,0.3521,Beauty,2483.0,"Dermalogica Multi-active Toner, 8.4 Fluid Ounce Dermalogica An ultra-light facia"
343,B0001EKWPI,0.22069,0.19241,Beauty,471.0,"Vanicream Cleansing Bar, Fragrance Free, 3.9 Ounce Bars (Pack of 3) Vanicream Va"
344,B0001EKYL0,0.38031,0.22752,Beauty,12368.0,"Exuviance Evening Restorative Complex, 1.75 Fluid Ounce Exuviance Recharge and r"
345,B0001EL0CW,-0.31809,0.37964,Health & Personal Care,57300.0,Basis Cleans and Smoothes Sensitive Skin Bar Basis Basis Soap Sens.Ultra Skin Ba
346,B0001EL5R2,-0.29382,0.37453,Beauty,4013.0,"PCA Skin Acne Cream, 0.5 Ounce PCA Skin For mild acne, blemish-prone sensitive s"
347,B0001EL658,0.15916,-0.04566,Beauty,8115.0,Bare Escentuals Maximum Coverage Concealer Brush Bare Escentuals Broken capillar
348,B0001FF80G,-0.38078,-0.16944,Clothing,83390.0,Dopp Jumbo Kit w/ Zip Bottom Dopp Beauty Tools & Accessories Toiletry Bags Cloth
349,B0001I8ZT4,-0.38108,-0.02168,Beauty,42100.0,Mar-V-Cide Shampoo Brush &amp; Invigorator Marvy MARVY SCALP INVIGORATOR/SHAMPOO
350,B0001LH6YG,0.01783,-0.05273,Beauty,89550.0,My Spots Are Consealed Light Color My Spots Are Consealed My Spots Are Consealed
351,B0001M3K4U,-0.198,-0.14933,Beauty,2862.0,"Soft N Style Pro-Cap Professional Processing Caps, Extra Large, 30-count Soft &#"
352,B0001M7D7A,-0.25725,-0.24043,Beauty,8628.0,Marianna Single Prong Curl Clip 80 pcs Marianna Marianna Single Prong Curl Clips
353,B0001MC06Y,0.20059,0.27403,Beauty,8373.0,Peter Thomas Roth Beta Hydroxy Acid 2% Acne Wash 8.5 fl oz Peter Thomas Roth A g
354,B0001MROQA,0.21954,-0.17349,Beauty,3235.0,"Hot Tools Big Bumper Spring Curling Iron, 1-1/2&quot; Hot Tools The Gets Hot, St"
