profile_id,job_cd,job_nm,job_clcd,job_clcd_nm,keco_cd,career_years,edu_level,major_field,major,cert,region,top_skill_1,top_skill_2,top_skill_3
162,K000001131,출납 창구 사무원,032,금융·보험 사무원,0324,4.5,대졸,사회,,전자계산기기능사(국가기술),충북,듣고 이해하기 96,말하기 95,사람 파악 95
163,K000000913,홀서빙원,532,식당 서비스원,5322,4.6,고졸,공학,,,세종,기억력 82,영어 81,행동조정 79
164,K000001010,도로 및 철도운송 사무원,028,무역·운송·생산·품질 사무원,0282,2.1,대졸,사회,,,전북,사무 84,운송 83,의사소통과 미디어 79
165,K000007573,검사,221,법률 전문가,2211,2.9,대졸,사회,,변호사(국가전문),인천,법 100,문제 해결 89,기억력 88
166,K000000943,종이제품 생산기계 조작원,882,목재·펄프·종이 생산기계 조작원,8823,2.1,고졸,인문,,,서울,움직임 통제 100,장비 선정 98,조작 및 통제 89
167,K000000935,가축 사육 종사원,902,낙농·사육 종사자,9022,5.6,대졸,공학,,가축인공수정사(국가전문),광주,식품생산 96,생물 89,운송 75
168,K000008545,로봇 설치 및 정비원,811,기계장비 설치·정비원(운송장비 제외),8111,0.7,대졸,공학,,,서울,신체적 강인성 100,장비 선정 100,반응시간과 속도 100
169,K000007582,환경영향평가원,155,에너지·환경공학 기술자 및 시험원,1555,6.4,대졸,공학,,환경측정분석사(국가전문),서울,협상 100,인적자원 관리 94,조작 및 통제 93
170,K000001218,홍보도우미 및 판촉원(나레이터모델포함),617,판촉 및 기타 판매 단순 종사자,6171,5.2,대졸,인문,,,세종,영업과 마케팅 93,말하기 89,서비스 지향 87
171,K000007468,버스운전원,622,자동차 운전원,6222,3.0,고졸,공학,,,울산,운송 100,서비스 지향 100,시력 100
172,K000007541,생활지도원,232,보육교사 및 기타 사회복지 종사자,2329,24.9,전문대졸,인문,,"사회복지사 1, 2, 3급(국가전문)",경기,청력 100,기억력 100,행동조정 100
173,K000008487,세정원 및 방역원,562,세정원 및 방역원,5622,1.5,고졸,인문,,,서울,유연성 및 균형 88,공간지각력 83,장비의 유지 76
174,K000007471,보험관리자,012,행정·경영·금융·보험 관리자,0124,22.5,대졸,사회,,보험계리사(국가전문),광주,상담 100,경제와 회계 100,고객서비스 100
175,K000001080,데이터분석가(빅데이터분석가),135,데이터 전문가,1352,8.8,박사,공학,,,충남,기술 설계 100,판단과 의사결정 100,기술 분석 100
176,K000000951,모델,416,연극·영화·방송 전문가,4162,10.8,대졸,예체능,,,대전,반응시간과 속도 100,유연성 및 균형 100,모니터링(Monitoring) 100
177,K000000825,자연과학 시험원,121,자연과학 연구원 및 시험원,1212,7.7,석사,자연,,,인천,화학 100,수리력 100,추리력 100
178,K000008521,자연과학 연구원,121,자연과학 연구원 및 시험원,1211,7.3,석사,자연,,,인천,학습전략 100,추리력 100,범주화 96
179,K000000831,도장원(도장기조작원),825,도장원 및 도금원,8251,11.9,고졸,공학,,,서울,신체적 강인성 100,움직임 통제 96,정교한 동작 89
180,K000007486,과수작물재배원,901,작물재배 종사자,9013,5.9,고졸,자연,기계과,,부산,식품생산 87,화학 76,물적자원 관리 73
181,K000001178,메이크업아티스트 및 뷰티매니저,511,미용 서비스원,5115,3.4,고졸,예체능,,"미용사《일반, 피부》(국가기술)",서울,정교한 동작 97,창의력 95,예술 80
182,K000000831,도장원(도장기조작원),825,도장원 및 도금원,8251,7.0,대졸,공학,,,대구,움직임 통제 100,기계 86,장비 선정 79
183,K000000902,낙농 관련 종사원,902,낙농·사육 종사자,9021,10.2,대졸,자연,,,인천,식품생산 100,신체적 강인성 100,생물 98
184,K000000987,자산운용가(펀드매니저),031,금융·보험 전문가,0312,5.5,대졸,사회,,,경남,기억력 100,선택적 집중력 100,추리력 99
185,K000000824,번역가,411,작가·통번역가,4112,0.8,대졸,인문,,,경기,읽고 이해하기 91,영어 82,역사 81
186,K000007570,교도관,240,"경찰관, 소방관 및 교도관",2403,3.4,대졸,예체능,교정보호학과,,경기,안전과 보안 100,유연성 및 균형 100,청력 96
187,K000007500,관세사,023,회계·세무·감정 전문가,0233,3.3,박사,사회,,관세사(국가전문),서울,글쓰기 100,듣고 이해하기 95,법 93
188,K000001062,철로 설치 및 보수원,705,기타 건설 기능원(채굴포함),7052,3.1,전문대졸,공학,,"철도차량산업기사, 기사, 기술사(국가기술)",경기,반응시간과 속도 100,고장의 발견.수리 100,신체적 강인성 96
189,K000007461,응급구조사,307,보건·의료 종사자,3071,6.4,대졸,의약,응급구조학과,"응급구조사 1,2급(국가전문)",서울,시력 100,의료 100,사람 파악 100
190,K000001119,문화재보존원(컨서베이터),413,학예사·사서·기록물관리사,4131,3.4,대졸,인문,문화재보존학과,문화재수리기술자(국가전문),광주,역사 100,장비 선정 94,정교한 동작 92
191,K000007561,손해사정사,031,금융·보험 전문가,0315,3.9,대졸,사회,,,서울,듣고 이해하기 100,사람 파악 100,가르치기 99
192,K000001085,정보통신컨설턴트 및 감리원,132,컴퓨터시스템 전문가,1320,3.2,대졸,공학,경영정보학과,"정보관리기술사(국가기술), 전자계산기조직응용기사, 기술사(국가기술), 국제공인정보시스템감사사(CISA)(국제공인자격)",대전,기술 설계 100,판단과 의사결정 100,가르치기 100
193,K000000848,재봉사(의류·직물),862,"패턴사, 재단사 및 재봉사",8623,4.4,중졸 이하,인문,,,서울,정교한 동작 99,디자인 74,시력 73
194,K000007449,회계사,023,회계·세무·감정 전문가,0231,4.1,석사,사회,,공인회계사(국가전문),서울,듣고 이해하기 100,읽고 이해하기 100,말하기 93
195,K000000829,토목안전·환경기술자 및 토목품질기술자,140,건축·토목공학 기술자 및 시험원,1403,4.4,대졸,공학,환경공학과,산림토목기술자(국가전문),서울,산수와 수학 98,지리 96,건축 및 설계 88
196,K000000946,도료 및 농약품 화학공학기술자 및 연구원,154,화학공학 기술자 및 시험원,1541,7.4,대졸,공학,화학과,,전북,논리적 분석 100,화학 100,품질관리분석 100
197,K000008494,대중무용수(백댄서),414,"창작·공연 전문가(작가, 연극 제외)",4147,7.9,전문대졸,예체능,,,대구,창의력 100,반응시간과 속도 94,공간지각력 90
198,K000007450,중식조리사,531,주방장 및 조리사,5313,5.0,고졸,인문,,,경기,물적자원 관리 100,식품생산 90,반응시간과 속도 86
199,K000008494,대중무용수(백댄서),414,"창작·공연 전문가(작가, 연극 제외)",4147,5.3,대졸,예체능,,,서울,공간지각력 100,창의력 100,유연성 및 균형 99
200,K000007514,감정평가사,023,회계·세무·감정 전문가,0234,2.1,대졸,사회,경제학과,,충남,공간지각력 100,서비스 지향 99,지리 98
201,K000001014,건축가(건축설계사),140,건축·토목공학 기술자 및 시험원,1401,8.5,대졸,공학,건축공학과,,서울,법 100,공간지각력 100,전산 100
202,K000000828,시멘트 및 광물제품 생산기계 조작원,826,비금속제품 생산기계 조작원,8263,1.2,대졸,공학,,"콘크리트 기능사, 산업기사, 기사(국가기술)",경기,작동 점검 83,장비의 유지 81,반응시간과 속도 79
203,K000001066,청소원,561,청소 종사자,5611,2.0,고졸,인문,,,광주,유연성 및 균형 75,기계 61,신체적 강인성 60
204,K000001204,계기 검침원 및 가스 점검원,564,검침·주차관리 및 기타 서비스 단순 종사자,5641,2.7,전문대졸,인문,,,서울,작동 점검 91,장비의 유지 91,움직임 통제 89
205,K000001109,단말기 및 통신 서비스 판매원,615,판매 종사자,6153,1.1,대졸,예체능,,,서울,통신 91,사람 파악 81,영업과 마케팅 75
206,K000000886,냉동·냉장·공조기 설치 및 정비원,811,기계장비 설치·정비원(운송장비 제외),8115,4.3,전문대졸,공학,,자동차보수도장기능사(국가기술),서울,고장의 발견.수리 100,설치 99,조작 및 통제 92
207,K000007449,회계사,023,회계·세무·감정 전문가,0231,3.9,대졸,자연,,공인회계사(국가전문),경기,모니터링(Monitoring) 100,범주화 95,경제와 회계 94
208,K000000857,사회복지사,231,사회복지사 및 상담사,2311,1.7,전문대졸,사회,,,대구,물적자원 관리 100,사회와 인류 100,사무 99
209,K000007473,조명기사,416,연극·영화·방송 전문가,4167,2.3,전문대졸,공학,,"방송통신기능사, 산업기사, 기사(국가기술)",서울,설치 91,시력 85,작동 점검 85
210,K000000883,학습지·교육교구 방문강사,214,문리·기술·예능 강사,2148,1.8,대졸,교육,,,경북,학습전략 90,교육 및 훈련 80,시간 관리 78
211,K000000828,시멘트 및 광물제품 생산기계 조작원,826,비금속제품 생산기계 조작원,8263,2.8,고졸,공학,,,대전,고장의 발견.수리 98,장비의 유지 97,신체적 강인성 86
212,K000007479,안무가,414,"창작·공연 전문가(작가, 연극 제외)",4147,6.9,대졸,인문,,,서울,유연성 및 균형 100,가르치기 100,선택적 집중력 96
213,K000001211,건설·광업용기계설치 및 정비원,811,기계장비 설치·정비원(운송장비 제외),8117,9.1,전문대졸,공학,,,경기,장비의 유지 100,기계 95,고장의 발견.수리 95
214,K000001083,외선 전기공,831,전기공,8313,3.6,고졸,공학,,,경기,조작 및 통제 99,고장의 발견.수리 92,설치 86
215,K000001000,제품 디자이너,415,디자이너,4151,21.0,대졸,예체능,,"제품디자인산업기사, 기사, 기술사(국가기술)",경기,기술 설계 100,예술 100,영업과 마케팅 100
216,K000000965,의복·가죽 및 모피 수선원,863,의복 제조원 및 수선원,8634,3.5,전문대졸,인문,,양장기능사(국가기술),경기,서비스 지향 92,정교한 동작 90,디자인 86
217,K000007450,중식조리사,531,주방장 및 조리사,5313,7.3,고졸,자연,,,서울,물적자원 관리 100,서비스 지향 94,시간 관리 91
218,K000001174,점토제품 생산기계 조작원,826,비금속제품 생산기계 조작원,8262,3.3,전문대졸,인문,,,서울,설치 100,고장의 발견.수리 100,장비 선정 97
219,K000000911,예능 강사,214,문리·기술·예능 강사,2147,2.0,대졸,예체능,,,경기,교육 및 훈련 100,가르치기 100,청력 94
220,K000008494,대중무용수(백댄서),414,"창작·공연 전문가(작가, 연극 제외)",4147,2.1,고졸,인문,,,인천,창의력 100,정교한 동작 86,유연성 및 균형 84
221,K000001160,연극영화방송기술감독,416,연극·영화·방송 전문가,4161,8.2,고졸,예체능,,,경기,예술 100,모니터링(Monitoring) 100,장비 선정 100
222,K000007553,감사사무원,026,경영지원 사무원,0266,3.1,대졸,사회,,,광주,조직체계의 분석 및 평가 100,법 99,듣고 이해하기 98
223,K000007508,부사관,250,군인,2504,1.3,전문대졸,사회,,,경기,범주화 100,조직체계의 분석 및 평가 98,가르치기 91
224,K000007457,한복제조원,863,의복 제조원 및 수선원,8631,4.8,고졸,예체능,의상디자인학과,"한복기능사, 산업기사(국가기술)",서울,정교한 동작 88,디자인 84,예술 77
225,K000000850,요양 보호사 및 간병인,550,돌봄 서비스 종사자,5501,1.3,고졸,예체능,,,경기,신체적 강인성 84,행동조정 83,서비스 지향 82
226,K000000856,컴퓨터시스템설계 및 분석가,132,컴퓨터시스템 전문가,1320,4.7,석사,공학,,"전자계산조직응용기사, 기술사(국가기술)",세종,행동조정 100,듣고 이해하기 100,인적자원 관리 100
227,K000000883,학습지·교육교구 방문강사,214,문리·기술·예능 강사,2148,5.7,전문대졸,자연,,,경기,학습전략 100,가르치기 85,기억력 84
228,K000001176,응용소프트웨어개발자,133,소프트웨어 개발자,1332,3.7,대졸,자연,컴퓨터공학과,SCJP(외국),대구,기술 설계 100,품질관리분석 100,조직체계의 분석 및 평가 100
229,K000000991,여행·숙박(호텔)관리자,014,미용·여행·숙박·음식·경비·청소 관리자,0141,3.2,석사,사회,,국외여행인솔자(문화체육관광부),서울,물적자원 관리 100,인적자원 관리 100,서비스 지향 99
230,K000008482,떡 제조원(한과포함),871,제과·제빵원 및 떡 제조원,8712,8.7,대졸,인문,,"한식조리기능사, 떡제조기능사",서울,신체적 강인성 86,장비의 유지 80,조작 및 통제 78
231,K000000824,번역가,411,작가·통번역가,4112,1.1,석사,인문,,,부산,영어 96,예술 81,국어 80
232,K000001064,보건위생·환경검사원,155,에너지·환경공학 기술자 및 시험원,1557,1.5,석사,자연,,,충남,품질관리분석 91,가르치기 84,조작 및 통제 83
233,K000007579,일식조리사,531,주방장 및 조리사,5315,3.1,고졸,사회,,,대구,식품생산 100,청력 88,유연성 및 균형 84
234,K000001210,금융관리자,012,행정·경영·금융·보험 관리자,0124,1.0,대졸,자연,,,서울,경제와 회계 100,인적자원 관리 100,조작 및 통제 100
235,K000001202,"전기계측제어기술자(전기패널, 계장, 공정자동화전기 등)",153,전기·전자공학 기술자 및 시험원,1531,4.7,대졸,공학,전기공학과,산업계측제어기술사(국가기술),충남,논리적 분석 100,공간지각력 100,설치 99
236,K000007468,버스운전원,622,자동차 운전원,6222,2.7,고졸,인문,,자동차운전면허 제 1종 대형(국가전문),서울,움직임 통제 100,반응시간과 속도 100,조작 및 통제 100
237,K000008490,육아 도우미(베이비시터),550,돌봄 서비스 종사자,5505,12.6,고졸,인문,,,부산,유연성 및 균형 92,청력 84,신체적 강인성 58
238,K000001035,조경원,901,작물재배 종사자,9015,6.8,중졸 이하,공학,환경조경과,"산림기능사, 산업기사, 기사, 기능장, 기술사(국가기술)",전남,신체적 강인성 96,공간지각력 90,건축 및 설계 72
239,K000000850,요양 보호사 및 간병인,550,돌봄 서비스 종사자,5501,4.0,중졸 이하,인문,,요양보호사(국가전문),서울,의료 88,행동조정 79,서비스 지향 77
